Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Top 5 vs Other Sales,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Contribution Pct,East Decaf Sales,Expenses to Sales Ratio,Inventory,Major Market Profit,Margin,Marketing,Pct in Major Market,Profit,Sales,Total Expenses
318,9/3/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,60,80,60,140,48,0,0,0.210084034,834,0,71,13,0,46,119,25
225,10/3/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,70,90,80,160,48,0,0,0.201680672,829,0,71,13,0,47,119,24
225,11/3/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,80,60,130,47,0,0,0.208695652,834,0,68,13,0,44,115,24
318,12/3/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,90,70,140,49,0,0,0.208333333,845,0,71,13,0,46,120,25
337,1/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,40,60,50,100,34,0,0,0.231578947,777,0,51,9,0,47,95,22
504,2/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,40,70,60,110,38,0,0,0.22,772,0,56,10,0,50,100,22
337,3/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,40,60,50,100,33,0,0,0.229885057,768,0,49,9,0,43,87,20
225,4/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,40,60,50,100,35,0,0,0.228260870,776,0,51,9,0,45,92,21
318,5/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,70,50,120,40,0,0,0.214285714,793,0,59,11,0,50,98,21
225,6/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,80,60,130,43,0,0,0.207547170,822,0,64,12,0,55,106,22
337,7/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,70,50,120,40,0,0,0.214285714,843,0,59,11,0,50,98,21
504,8/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,60,80,60,140,48,0,0,0.188034188,839,0,70,13,0,63,117,22
318,9/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,60,80,60,140,48,0,0,0.196850394,834,0,71,13,0,68,127,25
337,10/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,70,90,80,160,48,0,0,0.188976378,829,0,71,13,0,70,127,24
318,11/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,80,60,130,47,0,0,0.195121951,834,0,68,13,0,65,123,24
985,12/3/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,50,90,70,140,49,0,0,0.1953125,845,0,71,13,0,68,128,25
505,7/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,80,120,70,200,64,0,0,0.325,467,0,96,21,0,44,160,52
505,8/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,80,120,70,200,64,0,0,0.325,460,0,96,21,0,44,160,52
505,9/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,110,70,170,55,0,0,0.359712230,453,0,84,18,0,34,139,50
505,10/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,110,80,160,45,0,0,0.403508772,447,0,69,14,0,23,114,46
505,11/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,70,30,120,43,0,0,0.422018349,452,0,66,14,0,20,109,46
505,12/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,90,50,140,48,0,0,0.385245902,462,0,74,15,0,27,122,47
505,1/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,90,50,150,48,0,0,0.358208955,372,0,72,15,0,41,134,48
505,2/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,90,50,140,45,0,0,0.371900826,366,0,69,14,0,36,121,45
505,3/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,90,50,140,47,0,0,0.362204724,361,0,72,15,0,39,127,46
505,4/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,90,50,150,50,0,0,0.360902256,372,0,75,16,0,40,133,48
505,5/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,100,60,160,52,0,0,0.351145038,397,0,80,17,0,43,131,46
505,6/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,70,120,80,190,62,0,0,0.303225806,436,0,94,20,0,59,155,47
505,7/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,80,120,70,200,64,0,0,0.301886792,467,0,96,21,0,61,159,48
505,8/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,80,120,70,200,64,0,0,0.301886792,460,0,96,21,0,61,159,48
505,9/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,110,70,170,55,0,0,0.337837838,453,0,84,18,0,50,148,50
505,10/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,110,80,160,45,0,0,0.380165289,447,0,69,14,0,34,121,46
505,11/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,70,30,120,43,0,0,0.396551724,452,0,66,14,0,30,116,46
505,12/3/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,50,90,50,140,48,0,0,0.361538462,462,0,74,15,0,40,130,47
580,7/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,60,40,110,41,0,0,0.265957447,592,0,53,13,0,28,94,25
405,8/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,80,110,80,190,68,0,0,0.219354839,587,0,87,22,0,53,155,34
580,9/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,70,100,80,170,61,0,0,0.228571429,579,0,79,20,0,47,140,32
918,10/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,130,160,140,290,90,0,0,0.2,572,0,115,29,0,74,205,41
918,11/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,100,130,90,230,88,0,0,0.205,561,0,112,29,0,71,200,41
405,12/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,90,130,100,220,81,0,0,0.205405405,551,0,104,26,0,66,185,38
580,1/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,70,50,120,44,0,0,0.25,623,0,56,14,0,45,112,28
405,2/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,70,50,120,44,0,0,0.252336449,618,0,56,14,0,43,107,27
405,3/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,70,50,120,43,0,0,0.25,613,0,55,14,0,43,104,26
918,4/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,80,60,130,46,0,0,0.238938053,608,0,60,15,0,49,113,27
918,5/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,70,50,120,43,0,0,0.244897959,602,0,56,14,0,41,98,24
405,6/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,70,50,120,43,0,0,0.255102041,597,0,56,14,0,40,98,25
580,7/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,60,40,110,41,0,0,0.247311828,592,0,53,13,0,39,93,23
580,8/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,80,110,80,190,68,0,0,0.207792208,587,0,87,22,0,73,154,32
580,9/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,70,100,80,170,61,0,0,0.214765101,579,0,79,20,0,70,149,32
918,10/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,130,160,140,290,90,0,0,0.188073394,572,0,115,29,0,110,218,41
918,11/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,100,130,90,230,88,0,0,0.192488263,561,0,112,29,0,105,213,41
580,12/3/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,90,130,100,220,81,0,0,0.192893401,551,0,104,26,0,98,197,38
985,7/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,50,0,90,47,0,0,0.637168142,-395,0,66,42,0,-6,113,72
985,8/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,30,60,10,90,44,0,0,0.647619048,-508,0,61,39,0,-7,105,68
318,9/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,70,0,120,62,0,0,0.570469799,-613,0,87,56,0,2,149,85
318,10/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,30,60,10,90,60,0,0,0.576388889,-762,0,84,54,0,1,144,83
504,11/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,70,10,110,61,0,0,0.578231293,-906,0,86,55,0,1,147,85
985,12/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,60,0,100,55,0,0,0.603053435,-1053,0,76,49,0,-3,131,79
504,1/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,60,90,10,150,75,0,0,0.507462687,522,0,105,68,0,12,201,102
318,2/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,80,10,130,65,0,0,0.533333333,342,0,90,58,0,3,165,88
225,3/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,70,0,120,63,0,0,0.5375,187,0,87,57,0,1,160,86
985,4/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,70,0,120,63,0,0,0.5375,37,0,87,57,0,1,160,86
985,5/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,80,10,130,64,0,0,0.529411765,-113,0,90,58,0,4,153,81
225,6/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,70,10,110,53,0,0,0.574803150,-267,0,75,48,0,-4,127,73
225,7/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,50,0,90,47,0,0,0.598214286,-395,0,66,42,0,-8,112,67
337,8/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,30,60,10,90,44,0,0,0.605769231,-508,0,61,39,0,-10,104,63
318,9/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,70,0,120,62,0,0,0.534591195,-613,0,87,56,0,3,159,85
504,10/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,30,60,10,90,60,0,0,0.542483660,-762,0,84,54,0,1,153,83
318,11/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,70,10,110,61,0,0,0.541401274,-906,0,86,55,0,1,157,85
225,12/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,40,60,0,100,55,0,0,0.564285714,-1053,0,76,49,0,-4,140,79
505,7/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,30,40,10,70,40,0,0,0.539325843,-258,0,49,15,0,1,89,48
505,8/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,29,0,0,0.676923077,-347,0,36,11,0,-8,65,44
505,9/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,20,0,40,24,0,0,0.777777778,-412,0,30,9,0,-12,54,42
505,10/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,10,20,10,30,25,0,0,0.767857143,-466,0,31,9,0,-12,56,43
505,11/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,-10,50,34,0,0,0.605263158,-522,0,42,12,0,-4,76,46
505,12/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,10,20,-10,30,20,0,0,0.888888889,-598,0,25,7,0,-15,45,40
505,1/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,29,0,0,0.630136986,169,0,36,11,0,-12,73,46
505,2/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,30,0,0,0.625,104,0,38,11,0,-10,72,45
505,3/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,40,10,60,33,0,0,0.5625,36,0,42,12,0,-4,80,45
505,4/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,29,0,0,0.652173913,-39,0,36,11,0,-13,69,45
505,5/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,40,10,60,34,0,0,0.573333333,-104,0,42,12,0,-6,75,43
505,6/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,30,30,0,60,35,0,0,0.558441558,-180,0,43,13,0,-4,77,43
505,7/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,30,40,10,70,40,0,0,0.511363636,-258,0,49,15,0,1,88,45
505,8/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,29,0,0,0.640625,-347,0,36,11,0,-11,64,41
505,9/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,20,0,40,24,0,0,0.724137931,-412,0,30,9,0,-18,58,42
505,10/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,10,20,10,30,25,0,0,0.716666667,-466,0,31,9,0,-18,60,43
505,11/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,-10,50,34,0,0,0.567901235,-522,0,42,12,0,-6,81,46
505,12/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,10,20,-10,30,20,0,0,0.833333333,-598,0,25,7,0,-22,48,40
580,7/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,120,160,110,280,141,0,0,0.199404762,-942,0,195,43,0,128,336,67
918,8/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,90,140,100,230,116,0,0,0.212996390,-1278,0,161,35,0,102,277,59
580,9/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,80,110,80,190,96,0,0,0.226086957,-1555,0,134,29,0,82,230,52
405,10/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,50,80,70,130,91,0,0,0.233944954,-1785,0,127,28,0,76,218,51
918,11/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,80,100,60,180,102,0,0,0.220408163,-2003,0,143,31,0,89,245,54
918,12/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,100,140,90,240,134,0,0,0.203125,-2248,0,186,41,0,121,320,65
405,1/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,70,100,70,170,84,0,0,0.232142857,500,0,116,26,0,103,224,52
580,2/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,70,100,70,170,86,0,0,0.227272727,300,0,120,26,0,104,220,50
405,3/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,70,110,80,180,89,0,0,0.223684211,94,0,125,27,0,110,228,51
580,4/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,90,130,90,220,112,0,0,0.2,-120,0,155,34,0,145,285,57
918,5/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,90,140,100,230,114,0,0,0.199261993,-387,0,159,35,0,139,271,54
405,6/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,100,140,100,240,118,0,0,0.197132616,-660,0,164,36,0,145,279,55
405,7/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,120,160,110,280,141,0,0,0.186186186,-942,0,195,43,0,177,333,62
918,8/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,90,140,100,230,116,0,0,0.2,-1278,0,161,35,0,141,275,55
918,9/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,80,110,80,190,96,0,0,0.212244898,-1555,0,134,29,0,122,245,52
405,10/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,50,80,70,130,91,0,0,0.219827586,-1785,0,127,28,0,113,232,51
405,11/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,80,100,60,180,102,0,0,0.206896552,-2003,0,143,31,0,132,261,54
918,12/3/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,100,140,90,240,134,0,0,0.190615836,-2248,0,186,41,0,180,341,65
225,7/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,50,30,80,39,0,0,0.336538462,380,0,65,12,0,30,104,35
337,8/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,60,40,100,47,0,0,0.301587302,366,0,79,14,0,41,126,38
985,9/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,80,60,120,57,0,0,0.271523179,349,0,94,17,0,53,151,41
985,10/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,70,70,100,60,0,0,0.257861635,329,0,99,18,0,58,159,41
225,11/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,60,30,100,53,0,0,0.276595745,321,0,88,16,0,49,141,39
985,12/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,50,20,80,41,0,0,0.327102804,320,0,66,12,0,31,107,35
225,1/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,50,100,80,150,67,0,0,0.223880597,400,0,113,20,0,109,201,45
225,2/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,50,90,70,140,65,0,0,0.237837838,372,0,109,20,0,96,185,44
504,3/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,50,90,70,140,62,0,0,0.235955056,346,0,105,19,0,93,178,42
318,4/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,70,50,110,49,0,0,0.274647887,342,0,84,15,0,67,142,39
985,5/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,70,50,110,48,0,0,0.271317829,351,0,82,14,0,61,129,35
337,6/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,60,40,100,47,0,0,0.274193548,371,0,78,14,0,57,124,34
318,7/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,50,30,80,39,0,0,0.320388350,380,0,65,12,0,41,103,33
318,8/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,60,40,100,47,0,0,0.28,366,0,79,14,0,57,125,35
337,9/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,80,60,120,57,0,0,0.254658385,349,0,94,17,0,79,161,41
225,10/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,70,70,100,60,0,0,0.242603550,329,0,99,18,0,86,169,41
318,11/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,60,30,100,53,0,0,0.26,321,0,88,16,0,73,150,39
225,12/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,30,50,20,80,41,0,0,0.307017544,320,0,66,12,0,46,114,35
505,7/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,50,70,0,120,59,0,0,0.588652482,338,0,82,53,0,-1,141,83
505,8/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,50,70,0,120,63,0,0,0.569536424,332,0,88,57,0,2,151,86
505,9/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,44,0,0,0.660377358,325,0,62,40,0,-8,106,70
505,10/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,20,40,10,60,45,0,0,0.642201835,320,0,64,41,0,-6,109,70
505,11/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,50,0,80,44,0,0,0.650943396,325,0,62,40,0,-7,106,69
505,12/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,49,0,0,0.627118644,335,0,69,44,0,-5,118,74
505,1/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,40,-10,70,37,0,0,0.653465347,261,0,53,34,0,-16,101,66
505,2/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,50,0,80,43,0,0,0.612612613,256,0,61,39,0,-10,111,68
505,3/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,44,0,0,0.614035088,251,0,63,40,0,-10,114,70
505,4/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,44,0,0,0.605263158,261,0,63,40,0,-9,114,69
505,5/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,50,0,80,43,0,0,0.611650485,282,0,61,39,0,-10,103,63
505,6/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,40,60,0,100,52,0,0,0.572580645,313,0,73,47,0,-4,124,71
505,7/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,50,70,0,120,59,0,0,0.55,338,0,82,53,0,-1,140,77
505,8/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,50,70,0,120,63,0,0,0.533333333,332,0,88,57,0,3,150,80
505,9/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,44,0,0,0.619469027,325,0,62,40,0,-12,113,70
505,10/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,20,40,10,60,45,0,0,0.603448276,320,0,64,41,0,-9,116,70
505,11/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,50,0,80,44,0,0,0.610619469,325,0,62,40,0,-10,113,69
505,12/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,49,0,0,0.587301587,335,0,69,44,0,-7,126,74
918,7/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,20,20,30,18,0,0,0.386363636,486,0,26,5,0,9,44,17
918,8/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,20,20,30,16,0,0,0.365853659,484,0,25,4,0,10,41,15
580,9/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,20,0,0,0.34,482,0,30,5,0,13,50,17
405,10/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,0,30,30,30,21,0,0,0.320754717,480,0,32,5,0,15,53,17
918,11/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,20,40,30,60,32,0,0,0.2375,482,0,48,8,0,29,80,19
580,12/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,20,30,20,50,29,0,0,0.273972603,490,0,44,8,0,24,73,20
580,1/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,20,40,40,60,32,0,0,0.233333333,456,0,48,8,0,44,90,21
580,2/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,22,0,0,0.283333333,452,0,34,6,0,25,60,17
580,3/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,21,0,0,0.303571429,449,0,32,5,0,22,56,17
405,4/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,21,0,0,0.285714286,454,0,32,5,0,24,56,16
918,5/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,20,0,0,0.306122449,464,0,29,5,0,18,49,15
918,6/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,20,20,30,18,0,0,0.340909091,478,0,26,5,0,14,44,15
918,7/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,20,20,30,18,0,0,0.363636364,486,0,26,5,0,12,44,16
580,8/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,20,20,30,16,0,0,0.341463415,484,0,25,4,0,14,41,14
580,9/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,20,0,0,0.320754717,482,0,30,5,0,19,53,17
580,10/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,0,30,30,30,21,0,0,0.303571429,480,0,32,5,0,22,56,17
580,11/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,20,40,30,60,32,0,0,0.223529412,482,0,48,8,0,43,85,19
580,12/3/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,20,30,20,50,29,0,0,0.256410256,490,0,44,8,0,36,78,20
541,6/3/2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Others,Regular,50,80,30,130,44,0,0,0.644859813,496,0,63,40,0,-6,107,69
971,7/3/2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Others,Regular,40,70,20,110,39,0,0,0.694736842,517,0,56,36,0,-10,95,66
